sequence,frame,label,x_px,y_px,z_slice,voxel_count
02,23,164,1354.0,1186.0,7.0,9
02,23,165,1307.0,1256.0,8.0,9
02,23,166,1337.0,1304.0,8.0,9
02,23,167,1339.0,1351.0,8.0,9
02,23,169,1319.0,1336.0,7.0,9
02,23,170,1356.0,1272.0,8.0,9
02,23,172,1291.0,1346.0,9.0,9
02,23,173,1071.0,1060.0,11.0,9
02,23,174,1164.0,1078.0,9.0,9
02,23,175,1001.0,1055.0,12.0,9
02,23,176,972.0,1064.0,12.0,9
02,23,177,1101.0,1067.0,10.0,9
02,23,178,1118.0,1085.0,11.0,9
02,23,179,1127.0,1128.0,11.0,9
02,23,180,1166.0,1106.0,8.0,9
02,23,181,1096.0,1109.0,11.0,9
02,23,182,1046.0,1090.0,11.0,9
02,23,183,1076.0,1088.0,11.0,9
02,23,184,1185.0,1085.0,11.0,9
02,23,185,1260.0,1079.0,7.0,9
02,23,186,1269.0,1155.0,8.0,9
02,23,187,1303.0,1186.0,8.0,9
02,23,188,1246.0,1048.0,9.0,9
02,23,189,1282.0,1174.0,9.0,9
02,23,190,1369.0,1206.0,8.0,9
02,23,191,1296.0,1232.0,8.0,9
02,23,192,1326.0,1266.0,8.0,9
02,23,193,1358.0,1229.0,7.0,9
02,23,194,1308.0,1295.0,12.0,9
02,23,195,1338.0,1386.0,11.0,9
02,23,196,1381.0,1236.0,8.0,9
02,23,197,1298.0,1365.0,7.0,9
02,23,198,1316.0,1391.0,7.0,9
02,23,199,473.0,785.0,12.0,9
02,23,200,499.0,803.0,10.0,9
02,23,201,527.0,813.0,10.0,9
02,23,202,343.0,570.0,11.0,9
02,23,203,313.0,546.0,10.0,9
02,23,204,592.0,903.0,9.0,9
02,23,205,619.0,895.0,9.0,9
02,23,206,388.0,715.0,9.0,9
02,23,207,350.0,709.0,10.0,9
02,23,208,424.0,784.0,10.0,9
02,23,209,398.0,758.0,10.0,9
02,23,210,347.0,543.0,11.0,9
02,23,211,322.0,512.0,10.0,9
02,23,212,425.0,761.0,10.0,9
02,23,213,463.0,767.0,10.0,9
02,23,214,1148.0,1063.0,9.0,9
02,23,215,1124.0,1034.0,7.0,9
02,23,216,1364.0,1300.0,7.0,9
02,23,217,1364.0,1337.0,6.0,9
02,23,218,806.0,963.0,10.0,9
02,23,219,831.0,981.0,10.0,9
02,23,220,355.0,499.0,10.0,9
02,23,221,348.0,493.0,9.0,9
02,23,222,552.0,870.0,9.0,9
02,23,223,546.0,878.0,9.0,9
02,24,1,279.0,504.0,11.0,9
02,24,2,318.0,455.0,9.0,9
02,24,4,294.0,566.0,10.0,9
02,24,5,294.0,474.0,10.0,9
02,24,6,357.0,600.0,11.0,9
02,24,7,338.0,594.0,11.0,9
02,24,8,347.0,738.0,9.0,9
02,24,9,320.0,670.0,11.0,9
02,24,10,324.0,712.0,10.0,9
02,24,11,351.0,684.0,11.0,9
02,24,13,375.0,394.0,11.0,9
02,24,14,376.0,464.0,11.0,9
02,24,15,387.0,522.0,9.0,9
02,24,16,364.0,523.0,11.0,9
02,24,17,357.0,446.0,11.0,9
02,24,18,376.0,619.0,10.0,9
02,24,19,355.0,630.0,11.0,9
02,24,20,376.0,689.0,10.0,9
02,24,21,445.0,736.0,11.0,9
02,24,22,376.0,664.0,11.0,9
02,24,23,376.0,748.0,10.0,9
02,24,24,284.0,599.0,9.0,9
02,24,25,321.0,424.0,9.0,9
02,24,26,328.0,394.0,10.0,9
02,24,27,286.0,386.0,12.0,9
02,24,28,295.0,350.0,11.0,9
02,24,29,353.0,375.0,10.0,9
02,24,30,365.0,550.0,12.0,9
02,24,31,314.0,629.0,11.0,9
02,24,33,364.0,574.0,9.0,9
02,24,34,336.0,624.0,11.0,9
02,24,35,353.0,656.0,11.0,9
02,24,36,358.0,421.0,10.0,9
02,24,37,378.0,489.0,12.0,9
02,24,38,389.0,421.0,11.0,9
02,24,39,383.0,552.0,12.0,9
02,24,40,386.0,510.0,12.0,9
02,24,41,397.0,688.0,12.0,9
02,24,42,414.0,711.0,10.0,9
02,24,44,426.0,734.0,11.0,9
02,24,45,395.0,731.0,11.0,9
02,24,47,409.0,742.0,11.0,9
02,24,49,477.0,767.0,11.0,9
02,24,51,431.0,801.0,10.0,9
02,24,52,477.0,796.0,11.0,9
02,24,53,449.0,789.0,10.0,9
02,24,54,484.0,823.0,10.0,9
02,24,55,458.0,827.0,10.0,9
02,24,56,485.0,843.0,10.0,9
02,24,57,541.0,910.0,10.0,9
02,24,59,524.0,844.0,10.0,9
02,24,60,580.0,878.0,10.0,9
02,24,62,626.0,858.0,8.0,9
02,24,63,634.0,880.0,10.0,9
02,24,64,655.0,866.0,10.0,9
02,24,65,666.0,881.0,11.0,9
02,24,66,705.0,885.0,11.0,9
02,24,67,645.0,897.0,11.0,9
02,24,68,622.0,926.0,8.0,9
02,24,69,651.0,933.0,11.0,9
02,24,70,697.0,922.0,9.0,9
02,24,71,662.0,908.0,10.0,9
02,24,72,676.0,949.0,11.0,9
02,24,73,611.0,876.0,11.0,9
02,24,74,462.0,801.0,11.0,9
02,24,77,494.0,775.0,11.0,9
02,24,78,505.0,793.0,12.0,9
02,24,79,412.0,816.0,9.0,9
02,24,80,435.0,836.0,9.0,9
02,24,81,526.0,867.0,11.0,9
02,24,82,460.0,861.0,10.0,9
02,24,83,504.0,865.0,10.0,9
02,24,84,508.0,829.0,11.0,9
02,24,85,534.0,829.0,12.0,9
02,24,86,566.0,856.0,9.0,9
02,24,87,675.0,858.0,9.0,9
02,24,88,641.0,850.0,10.0,9
02,24,89,545.0,850.0,11.0,9
02,24,90,553.0,828.0,10.0,9
02,24,91,593.0,868.0,11.0,9
02,24,92,566.0,898.0,10.0,9
02,24,93,706.0,959.0,10.0,9
02,24,94,686.0,880.0,9.0,9
02,24,95,580.0,917.0,11.0,9
02,24,96,595.0,934.0,12.0,9
02,24,97,685.0,900.0,10.0,9
02,24,98,717.0,911.0,9.0,9
02,24,99,737.0,911.0,7.0,9
02,24,100,766.0,907.0,8.0,9
02,24,101,726.0,890.0,9.0,9
02,24,102,753.0,931.0,9.0,9
02,24,103,776.0,933.0,11.0,9
02,24,104,804.0,935.0,11.0,9
02,24,105,750.0,958.0,11.0,9
02,24,106,790.0,1020.0,9.0,9
02,24,107,727.0,986.0,11.0,9
02,24,108,766.0,989.0,9.0,9
02,24,109,773.0,959.0,9.0,9
02,24,111,859.0,950.0,11.0,9
02,24,112,864.0,978.0,11.0,9
02,24,113,837.0,953.0,9.0,9
02,24,114,885.0,958.0,11.0,9
02,24,115,915.0,962.0,11.0,9
02,24,116,961.0,988.0,11.0,9
02,24,117,1133.0,1006.0,6.0,9
02,24,118,1167.0,1038.0,7.0,9
02,24,120,847.0,993.0,10.0,9
02,24,121,1094.0,1008.0,11.0,9
02,24,122,830.0,925.0,11.0,9
02,24,123,794.0,985.0,8.0,9
02,24,124,885.0,985.0,12.0,9
02,24,125,932.0,940.0,12.0,9
02,24,126,903.0,934.0,11.0,9
02,24,127,941.0,969.0,12.0,9
02,24,128,911.0,992.0,10.0,9
02,24,129,818.0,1027.0,10.0,9
02,24,130,826.0,1004.0,9.0,9
02,24,131,903.0,1035.0,11.0,9
02,24,132,880.0,1023.0,12.0,9
02,24,133,930.0,1012.0,12.0,9
02,24,134,953.0,920.0,12.0,9
02,24,135,1074.0,990.0,11.0,9
02,24,136,1121.0,985.0,9.0,9
02,24,137,982.0,964.0,11.0,9
02,24,138,965.0,947.0,12.0,9
02,24,139,1006.0,968.0,11.0,9
02,24,140,1045.0,1003.0,12.0,9
02,24,141,1014.0,1004.0,12.0,9
02,24,142,1100.0,1031.0,11.0,9
02,24,143,1022.0,1050.0,11.0,9
02,24,144,988.0,1009.0,11.0,9
02,24,145,1046.0,1036.0,12.0,9
02,24,146,1070.0,1022.0,11.0,9
02,24,147,1224.0,1052.0,8.0,9
02,24,148,1140.0,1098.0,7.0,9
02,24,149,1199.0,1112.0,8.0,9
02,24,150,1211.0,1079.0,7.0,9
02,24,151,1249.0,1101.0,7.0,9
02,24,152,1282.0,1102.0,7.0,9
02,24,153,1226.0,1111.0,7.0,9
02,24,154,1164.0,1139.0,7.0,9
02,24,155,1189.0,1145.0,5.0,9
02,24,156,1262.0,1125.0,8.0,9
02,24,157,1219.0,1144.0,8.0,9
02,24,158,1241.0,1144.0,6.0,9
02,24,159,1289.0,1316.0,7.0,9
02,24,160,1318.0,1176.0,7.0,9
02,24,161,1336.0,1241.0,5.0,9
02,24,162,1337.0,1210.0,7.0,9
02,24,163,1315.0,1219.0,8.0,9
02,24,164,1354.0,1186.0,7.0,9
02,24,165,1306.0,1256.0,8.0,9
02,24,166,1339.0,1303.0,8.0,9
02,24,167,1339.0,1351.0,8.0,9
02,24,169,1320.0,1335.0,8.0,9
02,24,170,1356.0,1271.0,8.0,9
02,24,172,1292.0,1346.0,9.0,9
02,24,173,1071.0,1059.0,11.0,9
02,24,174,1164.0,1077.0,9.0,9
02,24,175,1000.0,1056.0,12.0,9
02,24,176,972.0,1063.0,12.0,9
02,24,177,1101.0,1067.0,10.0,9
02,24,178,1118.0,1084.0,11.0,9
02,24,179,1128.0,1127.0,11.0,9
02,24,180,1166.0,1106.0,7.0,9
02,24,181,1096.0,1109.0,11.0,9
02,24,182,1046.0,1090.0,11.0,9
02,24,183,1075.0,1087.0,11.0,9
02,24,184,1185.0,1084.0,11.0,9
02,24,185,1260.0,1078.0,7.0,9
02,24,186,1269.0,1155.0,8.0,9
02,24,187,1302.0,1185.0,8.0,9
02,24,188,1246.0,1048.0,8.0,9
02,24,189,1282.0,1173.0,9.0,9
02,24,190,1369.0,1206.0,8.0,9
02,24,191,1296.0,1233.0,8.0,9
02,24,192,1326.0,1267.0,7.0,9
02,24,193,1358.0,1229.0,7.0,9
02,24,194,1308.0,1297.0,12.0,9
02,24,195,1338.0,1386.0,11.0,9
02,24,196,1381.0,1236.0,8.0,9
02,24,197,1299.0,1365.0,7.0,9
02,24,198,1316.0,1391.0,7.0,9
02,24,199,474.0,785.0,12.0,9
02,24,200,500.0,804.0,11.0,9
02,24,201,525.0,812.0,11.0,9
02,24,202,342.0,570.0,11.0,9
02,24,203,314.0,545.0,10.0,9
02,24,204,593.0,903.0,9.0,9
02,24,205,619.0,895.0,9.0,9
02,24,206,388.0,716.0,9.0,9
02,24,207,351.0,709.0,10.0,9
02,24,208,424.0,784.0,10.0,9
02,24,209,398.0,758.0,10.0,9
02,24,210,348.0,542.0,11.0,9
02,24,211,323.0,513.0,9.0,9
02,24,212,426.0,760.0,10.0,9
02,24,213,464.0,767.0,9.0,9
02,24,214,1148.0,1063.0,9.0,9
02,24,215,1124.0,1034.0,7.0,9
02,24,216,1365.0,1298.0,7.0,9
02,24,217,1364.0,1341.0,6.0,9
02,24,218,806.0,961.0,10.0,9
02,24,219,832.0,982.0,10.0,9
02,24,220,359.0,501.0,10.0,9
02,24,221,345.0,490.0,9.0,9
02,24,222,554.0,867.0,9.0,9
02,24,223,543.0,882.0,10.0,9
02,25,1,279.0,504.0,11.0,9
02,25,2,319.0,455.0,9.0,9
02,25,4,295.0,566.0,10.0,9
02,25,5,294.0,474.0,10.0,9
02,25,6,357.0,599.0,11.0,9
02,25,7,337.0,594.0,11.0,9
02,25,8,347.0,739.0,9.0,9
02,25,9,321.0,671.0,11.0,9
02,25,10,325.0,711.0,11.0,9
02,25,11,352.0,683.0,11.0,9
02,25,13,375.0,394.0,11.0,9
02,25,14,377.0,465.0,11.0,9
02,25,15,388.0,522.0,9.0,9
02,25,16,364.0,524.0,11.0,9
02,25,17,358.0,447.0,11.0,9
02,25,18,377.0,619.0,10.0,9
02,25,19,356.0,630.0,11.0,9
02,25,20,376.0,688.0,10.0,9
02,25,21,446.0,736.0,11.0,9
02,25,22,376.0,665.0,11.0,9
02,25,23,375.0,749.0,10.0,9
02,25,24,284.0,599.0,9.0,9
02,25,25,321.0,424.0,9.0,9
02,25,26,328.0,394.0,9.0,9
02,25,27,287.0,387.0,12.0,9
02,25,28,295.0,349.0,11.0,9
02,25,29,354.0,375.0,10.0,9
02,25,30,365.0,552.0,12.0,9
02,25,31,313.0,628.0,11.0,9
02,25,33,363.0,573.0,9.0,9
02,25,34,336.0,624.0,11.0,9
02,25,35,354.0,656.0,11.0,9
02,25,36,358.0,421.0,10.0,9
02,25,37,379.0,490.0,12.0,9
02,25,38,389.0,421.0,11.0,9
02,25,39,384.0,551.0,12.0,9
02,25,40,386.0,509.0,12.0,9
02,25,41,397.0,687.0,12.0,9
02,25,42,414.0,711.0,10.0,9
02,25,44,426.0,734.0,11.0,9
02,25,45,394.0,731.0,11.0,9
02,25,47,410.0,742.0,11.0,9
02,25,49,477.0,767.0,11.0,9
02,25,51,432.0,800.0,10.0,9
02,25,52,478.0,796.0,10.0,9
02,25,53,449.0,787.0,9.0,9
02,25,54,484.0,823.0,10.0,9
02,25,55,459.0,826.0,10.0,9
02,25,56,485.0,843.0,10.0,9
02,25,57,540.0,909.0,11.0,9
02,25,59,525.0,843.0,9.0,9
02,25,60,579.0,877.0,11.0,9
02,25,62,627.0,858.0,8.0,9
02,25,63,635.0,879.0,9.0,9
02,25,64,656.0,865.0,9.0,9
02,25,65,666.0,880.0,11.0,9
02,25,66,705.0,883.0,11.0,9
02,25,67,647.0,896.0,10.0,9
02,25,68,623.0,926.0,8.0,9
02,25,69,653.0,932.0,11.0,9
02,25,70,695.0,920.0,9.0,9
02,25,71,661.0,907.0,10.0,9
02,25,72,676.0,949.0,11.0,9
02,25,73,611.0,876.0,11.0,9
02,25,74,463.0,801.0,11.0,9
02,25,77,494.0,775.0,11.0,9
02,25,78,505.0,792.0,12.0,9
02,25,79,411.0,815.0,9.0,9
02,25,80,435.0,835.0,9.0,9
02,25,81,527.0,867.0,11.0,9
02,25,82,460.0,861.0,10.0,9
02,25,83,506.0,864.0,10.0,9
02,25,84,508.0,829.0,11.0,9
02,25,85,533.0,829.0,12.0,9
02,25,87,676.0,857.0,9.0,9
02,25,88,642.0,849.0,10.0,9
02,25,89,544.0,850.0,12.0,9
02,25,90,554.0,826.0,10.0,9
02,25,91,594.0,867.0,10.0,9
02,25,92,566.0,896.0,10.0,9
02,25,93,707.0,958.0,10.0,9
02,25,94,686.0,879.0,9.0,9
02,25,95,581.0,916.0,11.0,9
02,25,96,596.0,933.0,12.0,9
02,25,97,684.0,899.0,10.0,9
02,25,98,718.0,911.0,9.0,9
02,25,99,738.0,910.0,7.0,9
02,25,100,766.0,907.0,7.0,9
02,25,101,726.0,889.0,9.0,9
02,25,102,753.0,930.0,9.0,9
02,25,103,776.0,932.0,11.0,9
02,25,104,804.0,933.0,11.0,9
02,25,105,747.0,957.0,11.0,9
02,25,106,791.0,1019.0,9.0,9
02,25,107,727.0,987.0,11.0,9
02,25,108,766.0,989.0,10.0,9
02,25,109,773.0,958.0,9.0,9
02,25,111,857.0,949.0,11.0,9
02,25,112,865.0,978.0,11.0,9
02,25,113,837.0,952.0,10.0,9
02,25,114,886.0,958.0,10.0,9
02,25,115,915.0,962.0,11.0,9
02,25,116,961.0,986.0,11.0,9
02,25,117,1133.0,1006.0,6.0,9
02,25,118,1168.0,1037.0,7.0,9
02,25,120,847.0,994.0,10.0,9
02,25,121,1094.0,1007.0,11.0,9
02,25,122,830.0,924.0,11.0,9
02,25,123,795.0,986.0,9.0,9
02,25,124,885.0,985.0,12.0,9
02,25,125,933.0,939.0,12.0,9
02,25,126,904.0,933.0,11.0,9
02,25,127,941.0,969.0,12.0,9
02,25,128,910.0,991.0,11.0,9
02,25,129,817.0,1027.0,11.0,9
02,25,130,827.0,1003.0,9.0,9
02,25,131,903.0,1035.0,11.0,9
02,25,132,881.0,1024.0,12.0,9
02,25,133,930.0,1011.0,12.0,9
02,25,134,954.0,920.0,12.0,9
02,25,135,1074.0,989.0,11.0,9
02,25,136,1121.0,985.0,9.0,9
02,25,137,983.0,963.0,11.0,9
02,25,138,965.0,947.0,12.0,9
02,25,139,1006.0,968.0,11.0,9
02,25,140,1045.0,1002.0,11.0,9
02,25,141,1014.0,1004.0,12.0,9
02,25,142,1100.0,1031.0,11.0,9
02,25,143,1022.0,1050.0,11.0,9
02,25,144,988.0,1009.0,11.0,9
02,25,145,1046.0,1037.0,12.0,9
02,25,146,1070.0,1021.0,11.0,9
02,25,147,1224.0,1052.0,8.0,9
02,25,148,1140.0,1097.0,7.0,9
02,25,149,1200.0,1112.0,8.0,9
02,25,150,1211.0,1079.0,7.0,9
02,25,151,1248.0,1101.0,7.0,9
02,25,152,1283.0,1102.0,7.0,9
02,25,153,1226.0,1110.0,7.0,9
02,25,154,1164.0,1139.0,7.0,9
02,25,155,1189.0,1145.0,5.0,9
02,25,156,1262.0,1125.0,8.0,9
02,25,157,1218.0,1144.0,8.0,9
02,25,158,1241.0,1144.0,6.0,9
02,25,159,1290.0,1315.0,6.0,9
02,25,160,1318.0,1176.0,7.0,9
02,25,161,1336.0,1241.0,6.0,9
02,25,162,1337.0,1210.0,7.0,9
02,25,163,1316.0,1219.0,8.0,9
02,25,164,1354.0,1186.0,7.0,9
02,25,165,1306.0,1255.0,7.0,9
02,25,166,1340.0,1304.0,8.0,9
02,25,167,1339.0,1351.0,8.0,9
02,25,169,1321.0,1335.0,8.0,9
02,25,170,1356.0,1271.0,7.0,9
02,25,172,1293.0,1346.0,9.0,9
02,25,173,1070.0,1059.0,11.0,9
02,25,174,1163.0,1077.0,9.0,9
02,25,175,1000.0,1055.0,12.0,9
02,25,176,973.0,1062.0,12.0,9
02,25,177,1102.0,1065.0,11.0,9
02,25,178,1119.0,1084.0,11.0,9
02,25,179,1128.0,1126.0,11.0,9
02,25,180,1166.0,1106.0,7.0,9
02,25,181,1096.0,1109.0,11.0,9
02,25,182,1046.0,1091.0,11.0,9
02,25,183,1075.0,1086.0,11.0,9
02,25,184,1185.0,1083.0,11.0,9
02,25,185,1260.0,1078.0,7.0,9
02,25,186,1269.0,1155.0,7.0,9
02,25,187,1301.0,1184.0,8.0,9
02,25,188,1247.0,1048.0,8.0,9
02,25,189,1283.0,1174.0,9.0,9
02,25,190,1369.0,1206.0,7.0,9
02,25,191,1296.0,1234.0,8.0,9
02,25,192,1326.0,1269.0,7.0,9
02,25,193,1358.0,1230.0,7.0,9
02,25,194,1312.0,1299.0,12.0,9
02,25,195,1339.0,1386.0,11.0,9
02,25,196,1381.0,1235.0,8.0,9
02,25,197,1300.0,1364.0,7.0,9
02,25,198,1316.0,1391.0,8.0,9
02,25,199,474.0,785.0,12.0,9
02,25,200,501.0,806.0,11.0,9
02,25,201,524.0,812.0,11.0,9
02,25,202,341.0,570.0,11.0,9
02,25,203,315.0,545.0,10.0,9
02,25,204,594.0,902.0,9.0,9
02,25,205,619.0,895.0,9.0,9
02,25,206,387.0,716.0,9.0,9
02,25,207,351.0,709.0,10.0,9
02,25,208,424.0,784.0,9.0,9
02,25,209,397.0,757.0,10.0,9
02,25,210,348.0,541.0,11.0,9
02,25,211,323.0,512.0,9.0,9
02,25,212,427.0,760.0,9.0,9
02,25,213,465.0,767.0,10.0,9
02,25,214,1148.0,1063.0,9.0,9
02,25,215,1124.0,1034.0,7.0,9
02,25,216,1365.0,1297.0,7.0,9
02,25,217,1365.0,1344.0,6.0,9
02,25,218,806.0,959.0,10.0,9
02,25,219,833.0,982.0,11.0,9
02,25,220,362.0,502.0,10.0,9
02,25,221,343.0,486.0,9.0,9
02,25,222,554.0,865.0,10.0,9
02,25,223,541.0,884.0,10.0,9
02,25,224,563.0,857.0,10.0,9
02,25,225,575.0,855.0,9.0,9
02,40,1,284.0,509.0,10.0,9
02,40,2,320.0,456.0,9.0,9
02,40,4,304.0,574.0,11.0,9
02,40,5,294.0,471.0,10.0,9
02,40,6,360.0,596.0,11.0,9
02,40,7,343.0,597.0,11.0,9
02,40,8,352.0,731.0,10.0,9
02,40,9,318.0,671.0,11.0,9
02,40,10,324.0,709.0,9.0,9
02,40,11,354.0,675.0,11.0,9
02,40,13,381.0,398.0,11.0,9
02,40,14,378.0,469.0,11.0,9
02,40,15,390.0,523.0,9.0,9
02,40,16,364.0,526.0,11.0,9
02,40,17,364.0,448.0,12.0,9
02,40,18,378.0,618.0,11.0,9
02,40,19,358.0,629.0,11.0,9
02,40,20,380.0,686.0,10.0,9
02,40,21,447.0,729.0,11.0,9
02,40,22,382.0,665.0,12.0,9
02,40,23,381.0,737.0,11.0,9
02,40,24,285.0,603.0,11.0,9
02,40,25,324.0,424.0,10.0,9
02,40,26,339.0,395.0,11.0,9
02,40,27,296.0,386.0,11.0,9
02,40,28,306.0,351.0,11.0,9
02,40,29,360.0,378.0,11.0,9
02,40,30,366.0,554.0,11.0,9
02,40,31,315.0,632.0,11.0,9
02,40,33,367.0,575.0,9.0,9
02,40,34,339.0,629.0,11.0,9
02,40,35,359.0,654.0,11.0,9
02,40,36,358.0,424.0,11.0,9
02,40,37,382.0,489.0,12.0,9
02,40,38,390.0,423.0,12.0,9
02,40,39,389.0,551.0,11.0,9
02,40,40,395.0,506.0,12.0,9
02,40,41,401.0,681.0,10.0,9
02,40,42,419.0,706.0,10.0,9
02,40,44,430.0,731.0,12.0,9
02,40,45,397.0,729.0,11.0,9
02,40,47,412.0,735.0,11.0,9
02,40,51,440.0,794.0,10.0,9
02,40,52,482.0,790.0,10.0,9
02,40,53,452.0,774.0,11.0,9
02,40,54,484.0,814.0,9.0,9
02,40,55,465.0,815.0,11.0,9
02,40,56,489.0,834.0,11.0,9
02,40,57,551.0,905.0,9.0,9
02,40,59,533.0,832.0,11.0,9
02,40,60,581.0,862.0,11.0,9
02,40,62,640.0,843.0,9.0,9
02,40,63,643.0,861.0,10.0,9
02,40,64,660.0,848.0,9.0,9
02,40,65,672.0,864.0,10.0,9
02,40,66,709.0,864.0,9.0,9
02,40,67,656.0,875.0,11.0,9
02,40,69,672.0,917.0,9.0,9
02,40,70,700.0,896.0,9.0,9
02,40,71,664.0,893.0,10.0,9
02,40,72,690.0,932.0,10.0,9
02,40,73,621.0,859.0,9.0,9
02,40,74,463.0,791.0,11.0,9
02,40,77,498.0,764.0,11.0,9
02,40,78,504.0,783.0,12.0,9
02,40,79,416.0,801.0,10.0,9
02,40,80,436.0,820.0,11.0,9
02,40,81,542.0,851.0,11.0,9
02,40,82,464.0,850.0,9.0,9
02,40,84,510.0,820.0,11.0,9
02,40,85,532.0,818.0,12.0,9
02,40,87,680.0,840.0,10.0,9
02,40,88,653.0,829.0,11.0,9
02,40,89,553.0,841.0,12.0,9
02,40,91,602.0,852.0,11.0,9
02,40,92,572.0,885.0,11.0,9
02,40,93,717.0,938.0,10.0,9
02,40,94,691.0,860.0,10.0,9
02,40,95,595.0,897.0,10.0,9
02,40,96,614.0,913.0,11.0,9
02,40,97,685.0,884.0,11.0,9
02,40,98,720.0,896.0,7.0,9
02,40,99,738.0,893.0,7.0,9
02,40,100,767.0,887.0,8.0,9
02,40,101,728.0,869.0,10.0,9
02,40,102,759.0,911.0,10.0,9
02,40,103,781.0,913.0,11.0,9
02,40,104,810.0,914.0,11.0,9
02,40,105,749.0,940.0,11.0,9
02,40,106,792.0,1006.0,11.0,9
02,40,107,739.0,973.0,11.0,9
02,40,108,771.0,968.0,11.0,9
02,40,109,775.0,934.0,11.0,9
02,40,111,859.0,930.0,11.0,9
02,40,112,865.0,959.0,11.0,9
02,40,113,837.0,942.0,10.0,9
02,40,114,886.0,942.0,11.0,9
02,40,115,915.0,943.0,11.0,9
02,40,116,962.0,977.0,12.0,9
02,40,117,1128.0,1009.0,6.0,9
02,40,118,1170.0,1039.0,8.0,9
02,40,120,851.0,982.0,11.0,9
02,40,121,1091.0,1000.0,7.0,9
02,40,122,834.0,908.0,9.0,9
02,40,124,888.0,972.0,11.0,9
02,40,125,935.0,926.0,12.0,9
02,40,126,906.0,917.0,11.0,9
02,40,127,941.0,959.0,12.0,9
02,40,128,911.0,982.0,11.0,9
02,40,129,820.0,1015.0,10.0,9
02,40,130,831.0,992.0,9.0,9
02,40,131,906.0,1027.0,11.0,9
02,40,132,881.0,1010.0,10.0,9
02,40,133,931.0,1005.0,12.0,9
02,40,134,956.0,911.0,11.0,9
02,40,135,1074.0,981.0,11.0,9
02,40,136,1123.0,984.0,11.0,9
02,40,137,981.0,960.0,11.0,9
02,40,138,967.0,937.0,12.0,9
02,40,139,1006.0,964.0,12.0,9
02,40,140,1044.0,991.0,11.0,9
02,40,141,1014.0,1004.0,12.0,9
02,40,142,1102.0,1026.0,12.0,9
02,40,143,1023.0,1045.0,12.0,9
02,40,144,986.0,1003.0,12.0,9
02,40,145,1046.0,1034.0,12.0,9
02,40,146,1068.0,1015.0,11.0,9
02,40,147,1227.0,1050.0,8.0,9
02,40,148,1140.0,1095.0,7.0,9
02,40,149,1201.0,1111.0,7.0,9
02,40,150,1213.0,1073.0,6.0,9
02,40,151,1248.0,1096.0,7.0,9
02,40,152,1283.0,1100.0,8.0,9
02,40,153,1227.0,1111.0,6.0,9
02,40,154,1161.0,1141.0,7.0,9
02,40,155,1189.0,1146.0,6.0,9
02,40,156,1264.0,1123.0,8.0,9
02,40,157,1219.0,1144.0,7.0,9
02,40,158,1244.0,1144.0,6.0,9
02,40,159,1296.0,1319.0,6.0,9
02,40,160,1325.0,1182.0,8.0,9
02,40,161,1350.0,1241.0,5.0,9
02,40,162,1349.0,1211.0,8.0,9
02,40,163,1321.0,1223.0,6.0,9
02,40,164,1373.0,1189.0,6.0,9
02,40,165,1315.0,1258.0,7.0,9
02,40,166,1356.0,1304.0,6.0,9
02,40,167,1362.0,1348.0,6.0,9
02,40,169,1331.0,1335.0,7.0,9
02,40,170,1383.0,1274.0,9.0,9
02,40,172,1301.0,1347.0,7.0,9
02,40,173,1068.0,1057.0,11.0,9
02,40,174,1164.0,1079.0,11.0,9
02,40,175,999.0,1056.0,12.0,9
02,40,176,974.0,1057.0,12.0,9
02,40,177,1100.0,1063.0,12.0,9
02,40,178,1118.0,1086.0,11.0,9
02,40,179,1129.0,1129.0,11.0,9
02,40,180,1166.0,1109.0,6.0,9
02,40,181,1098.0,1106.0,10.0,9
02,40,182,1046.0,1088.0,8.0,9
02,40,183,1074.0,1087.0,7.0,9
02,40,184,1184.0,1082.0,11.0,9
02,40,185,1259.0,1073.0,8.0,9
02,40,186,1271.0,1151.0,8.0,9
02,40,187,1305.0,1195.0,7.0,9
02,40,188,1247.0,1046.0,7.0,9
02,40,189,1288.0,1175.0,7.0,9
02,40,190,1397.0,1208.0,6.0,9
02,40,191,1296.0,1234.0,8.0,9
02,40,192,1343.0,1271.0,8.0,9
02,40,193,1381.0,1233.0,6.0,9
02,40,194,1326.0,1291.0,12.0,9
02,40,195,1358.0,1383.0,9.0,9
02,40,196,1420.0,1237.0,7.0,9
02,40,197,1315.0,1364.0,7.0,9
02,40,198,1327.0,1386.0,7.0,9
02,40,199,478.0,775.0,11.0,9
02,40,200,498.0,803.0,10.0,9
02,40,201,518.0,803.0,11.0,9
02,40,202,337.0,568.0,10.0,9
02,40,203,319.0,541.0,10.0,9
02,40,204,602.0,881.0,10.0,9
02,40,205,626.0,872.0,11.0,9
02,40,206,383.0,709.0,10.0,9
02,40,207,354.0,699.0,11.0,9
02,40,208,425.0,776.0,11.0,9
02,40,209,405.0,754.0,11.0,9
02,40,210,348.0,539.0,11.0,9
02,40,211,335.0,504.0,10.0,9
02,40,212,442.0,756.0,11.0,9
02,40,213,464.0,758.0,9.0,9
02,40,214,1142.0,1063.0,9.0,9
02,40,215,1123.0,1036.0,8.0,9
02,40,216,1402.0,1296.0,6.0,9
02,40,217,1401.0,1337.0,6.0,9
02,40,218,817.0,936.0,10.0,9
02,40,219,833.0,965.0,11.0,9
02,40,220,373.0,503.0,11.0,9
